Kod stacji,Nazwa stacji2,Rzeka/akwen,Status1,Stan aktualny,Czas pomiaru,Trend,Δ 1h,Δ 3h,Δ 6h,Δ 12h,Δ 06:00-06:00 UTC,Stan ostrzegawczy,Stan alarmowy,Zlewnia,Województwo,Powiat,Od/do progu ostrzegawczego,Od/do progu alarmowego,Od/do absolutnego minimum,Prognoza synoptyczna,Prognoza z modelu HD,Zjawiska lodowe,lat,lon
151220120,Parczew,Piwonia (2482),,168 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-3 cm,-20 cm,-,-,Tyśmienica,lubelskie,parczewski,-,-,88 cm,-,-,-,51.6475,22.9081
154200040,Piaseczno,Elma (58474),,89 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,-1 cm,1 cm,-,-,Łyna,warmińsko-mazurskie,bartoszycki,-,-,54 cm,-,-,-,54.2194,20.5503
152210020,Piaseczno 2,Jeziorka (258),,187 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-2 cm,2 cm,300 cm,350 cm,Wisła od Wieprza do Narwi,mazowieckie,piaseczyński,-113 cm,-163 cm,72 cm,-,-,-,52.0633,21.0394
151160100,Piątnica,Kaczawa (138),,166 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,0 cm,-2 cm,-4 cm,300 cm,370 cm,Kaczawa,dolnośląskie,legnicki,-134 cm,-204 cm,76 cm,-,166 cm (śr, 2024-10-09 06:00 UTC)166 cm (cz, 2024-10-10 06:00 UTC)166 cm (pt, 2024-10-11 06:00 UTC),-,51.2278,16.1992
150150050,Piechowice,Kamienna (162),,78 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,-2 cm,-3 cm,-4 cm,-7 cm,150 cm,200 cm,Bóbr,dolnośląskie,karkonoski,-72 cm,-122 cm,44 cm,-,-,-,50.85,15.5883
154190150,Pierzchały_2,Pasłęka (56),,441 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,560 cm,600 cm,Pasłęka,warmińsko-mazurskie,braniewski,-119 cm,-159 cm,164 cm,-,-,-,54.3006,19.8489
150150060,Pilchowice,Bóbr (16),,65 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,0 cm,100 cm,140 cm,Bóbr,dolnośląskie,lwówecki,-35 cm,-75 cm,65 cm,-,-,-,50.9639,15.6406
153160180,Piła,Gwda (1886),,124 cm,wt, 2024-10-08 18:50 UTC,,-3 cm,-2 cm,-3 cm,-11 cm,15 cm,190 cm,220 cm,Gwda,wielkopolskie,pilski,-66 cm,-96 cm,55 cm,-,-,-,53.1514,16.7397
150200080,Pińczów,Nida (216),,195 cm,wt, 2024-10-08 18:40 UTC,,-1 cm,0 cm,-1 cm,1 cm,0 cm,250 cm,300 cm,Nida,świętokrzyskie,pińczowski,-55 cm,-105 cm,85 cm,-,195 cm (śr, 2024-10-09 06:00 UTC)194 cm (cz, 2024-10-10 06:00 UTC)193 cm (pt, 2024-10-11 06:00 UTC),-,50.5142,20.5203
153210190,Pisz,Pisa (264),,146 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,270 cm,290 cm,Pisa,warmińsko-mazurskie,piski,-124 cm,-144 cm,70 cm,-,-,-,53.6244,21.8064
151180020,Piwonice,Prosna (184),,98 cm,wt, 2024-10-08 18:40 UTC,,0 cm,1 cm,1 cm,1 cm,1 cm,200 cm,230 cm,Prosna,wielkopolskie,kaliski,-102 cm,-132 cm,73 cm,-,98 cm (śr, 2024-10-09 06:00 UTC)96 cm (cz, 2024-10-10 06:00 UTC)95 cm (pt, 2024-10-11 06:00 UTC),-,51.7267,18.1072
152199995,Płock,Wisła (2),,103 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,6 cm,-2 cm,210 cm,250 cm,Zlewnia zb. Włocławek,mazowieckie,Płock,-107 cm,-147 cm,-,-,-,-,52.5386,19.6739
150150190,Podgórzyn,Podgórna (16288),,78 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-2 cm,-4 cm,290 cm,320 cm,Bóbr,dolnośląskie,karkonoski,-212 cm,-242 cm,25 cm,-,-,-,50.8203,15.6836
149180230,Podkępie,Wapienica (21128),,250 cm,wt, 2024-10-08 18:50 UTC,,1 cm,-1 cm,-1 cm,1 cm,3 cm,330 cm,410 cm,Wisła do Przemszy (Mała Wisła),śląskie,bielski,-80 cm,-160 cm,56 cm,-,-,-,49.8956,18.9775
149220140,Polana,Czarna (22132),,307 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-2 cm,380 cm,430 cm,San do Osławy,podkarpackie,bieszczadzki,-73 cm,-123 cm,22 cm,-,-,-,49.3025,22.5742
150210100,Połaniec,Czarna (2178),,126 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,0 cm,1 cm,0 cm,-1 cm,290 cm,350 cm,Czarna,świętokrzyskie,staszowski,-164 cm,-224 cm,30 cm,-,124 cm (śr, 2024-10-09 06:00 UTC)123 cm (cz, 2024-10-10 06:00 UTC)122 cm (pt, 2024-10-11 06:00 UTC),-,50.4347,21.285
150200100,Popędzynka,Wisła (2),,198 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-1 cm,-11 cm,580 cm,750 cm,Wisła od Przemszy do Dunajca,małopolskie,brzeski,-382 cm,-552 cm,66 cm,-,193 cm (śr, 2024-10-09 06:00 UTC)196 cm (cz, 2024-10-10 06:00 UTC)193 cm (pt, 2024-10-11 06:00 UTC),-,50.1414,20.5494
150190150,Poraj,Warta (18),,80 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,220 cm,290 cm,Warta do Widawki,śląskie,myszkowski,-140 cm,-210 cm,55 cm,-,-,-,50.6733,19.2039
150140010,Porajów,Nysa Łużycka (174),,32 cm,wt, 2024-10-08 18:50 UTC,,-5 cm,-,1 cm,0 cm,-2 cm,120 cm,160 cm,Nysa Łużycka,dolnośląskie,zgorzelecki,-88 cm,-128 cm,27 cm,-,-,-,50.8872,14.8214
149200010,Poronin,Poroniec (214128),,131 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,220 cm,250 cm,Dunajec do Popradu,małopolskie,tatrzański,-89 cm,-119 cm,41 cm,-,-,-,49.3372,20.0031
152160140,Poznań-Most Rocha,Warta (18),,222 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,0 cm,0 cm,0 cm,400 cm,500 cm,Warta od Prosny do Wełny,wielkopolskie,Poznań,-178 cm,-278 cm,129 cm,222 cm (śr, 2024-10-09 06:00 UTC)222 cm (cz, 2024-10-10 06:00 UTC)221 cm (pt, 2024-10-11 06:00 UTC),222 cm (śr, 2024-10-09 06:00 UTC)222 cm (cz, 2024-10-10 06:00 UTC)220 cm (pt, 2024-10-11 06:00 UTC),-,52.4022,16.9453
149200170,Proszówki,Raba (2138),,234 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,4 cm,-5 cm,500 cm,700 cm,Raba,małopolskie,bocheński,-266 cm,-466 cm,84 cm,-,231 cm (śr, 2024-10-09 06:00 UTC)232 cm (cz, 2024-10-10 06:00 UTC)232 cm (pt, 2024-10-11 06:00 UTC),-,49.9964,20.4383
154180270,Pruszcz Gdański,Radunia (4868),,140 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-4 cm,-5 cm,-13 cm,14 cm,-,-,Martwa Wisła,pomorskie,gdański,-,-,60 cm,-,-,-,54.25,18.6303
154210080,Prynowo,Węgorapa (582),,179 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,-1 cm,250 cm,280 cm,Węgorapa,warmińsko-mazurskie,węgorzewski,-71 cm,-101 cm,90 cm,-,-,-,54.2442,21.72
151190090,Przedbórz,Pilica (254),,230 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,2 cm,360 cm,400 cm,Pilica,łódzkie,radomszczański,-130 cm,-170 cm,41 cm,-,230 cm (śr, 2024-10-09 06:00 UTC)230 cm (cz, 2024-10-10 06:00 UTC)230 cm (pt, 2024-10-11 06:00 UTC),-,51.0894,19.875
151140030,Przewoźniki,Skroda (1746),,249 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-2 cm,-1 cm,-8 cm,300 cm,340 cm,Nysa Łużycka,lubuskie,żarski,-51 cm,-91 cm,48 cm,-,-,-,51.5253,14.8217
151140040,Przewóz,Nysa Łużycka (174),,100 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-4 cm,290 cm,350 cm,Nysa Łużycka,lubuskie,żarski,-190 cm,-250 cm,48 cm,-,100 cm (śr, 2024-10-09 06:00 UTC)100 cm (cz, 2024-10-10 06:00 UTC)100 cm (pt, 2024-10-11 06:00 UTC),-,51.4722,14.9469
149180220,Pszczyna,Pszczynka (2116),,216 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,-1 cm,-1 cm,0 cm,290 cm,340 cm,Wisła do Przemszy (Mała Wisła),śląskie,pszczyński,-74 cm,-124 cm,47 cm,-,-,-,49.9792,18.9458
153160210,Ptusza,Gwda (1886),,206 cm,wt, 2024-10-08 18:50 UTC,,0 cm,2 cm,11 cm,10 cm,-8 cm,240 cm,290 cm,Gwda,wielkopolskie,złotowski,-34 cm,-84 cm,106 cm,-,-,-,53.3667,16.7964
151220140,Puchaczów,Wierzniczka (2456),,206 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,1 cm,0 cm,-,-,Wieprz,lubelskie,łęczyński,-,-,50 cm,-,-,-,51.3056,22.975
154180090,Puck,Morze Bałtyckie (0),,495 cm,wt, 2024-10-08 18:40 UTC,,-3 cm,4 cm,-3 cm,-3 cm,0 cm,550 cm,570 cm,Przymorze od Wieprzy do Martwej Wisły,pomorskie,pucki,-55 cm,-75 cm,104 cm,-,-,-,54.7225,18.4108
150190170,Pustynia,Wisła (2),,219 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,0 cm,-,-7 cm,330 cm,480 cm,Wisła od Przemszy do Dunajca,małopolskie,oświęcimski,-111 cm,-261 cm,119 cm,-,220 cm (śr, 2024-10-09 06:00 UTC)219 cm (cz, 2024-10-10 06:00 UTC)219 cm (pt, 2024-10-11 06:00 UTC),-,50.0633,19.2364
150180150,Pyskowice-Dzierżno,Kłodnica (116),,298 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-2 cm,-2 cm,1 cm,-3 cm,-,-,Kłodnica,śląskie,gliwicki,-,-,68 cm,-,-,-,50.3797,18.5433
150180160,Pyskowice-Dzierżno,Drama (1166),,296 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-2 cm,-3 cm,-,-,-,-,Kłodnica,śląskie,gliwicki,-,-,62 cm,-,-,-,50.3825,18.5431
152170080,Pyzdry,Warta (18),,267 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,-1 cm,410 cm,450 cm,Warta od Widawki do Prosny,wielkopolskie,wrzesiński,-143 cm,-183 cm,123 cm,-,265 cm (śr, 2024-10-09 06:00 UTC)263 cm (cz, 2024-10-10 06:00 UTC)262 cm (pt, 2024-10-11 06:00 UTC),-,52.1678,17.6953
150180060,Racibórz-Miedonia,Odra (1),,219 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-2 cm,-4 cm,-5 cm,-13 cm,400 cm,600 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-181 cm,-381 cm,150 cm,-,210 cm (śr, 2024-10-09 06:00 UTC)207 cm (cz, 2024-10-10 06:00 UTC)210 cm (pt, 2024-10-11 06:00 UTC),-,50.1219,18.2297
149190270,Radziszów,Skawinka (21356),,171 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-2 cm,-6 cm,310 cm,400 cm,Wisła od Przemszy do Dunajca,małopolskie,krakowski,-139 cm,-229 cm,29 cm,-,-,-,49.94,19.8089
153220190,Rajgród,Jez. Rajgrodzkie (Lega) (2626),,182 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,225 cm,240 cm,Lega,podlaskie,grajewski,-43 cm,-58 cm,88 cm,-,-,-,53.7328,22.6997
153150050,Resko,Rega (42),,306 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-1 cm,0 cm,410 cm,430 cm,Rega,zachodniopomorskie,gryficki,-104 cm,-124 cm,61 cm,-,-,-,53.7728,15.3953
151140050,Ręczyn,Witka (1742),,192 cm,wt, 2024-10-08 18:50 UTC,,-2 cm,2 cm,10 cm,10 cm,-11 cm,350 cm,380 cm,Nysa Łużycka,dolnośląskie,zgorzelecki,-158 cm,-188 cm,47 cm,-,-,-,51.0431,14.98
153190120,Rodzone,Drwęca (28),,158 cm,wt, 2024-10-08 18:50 UTC,,0 cm,2 cm,4 cm,3 cm,1 cm,280 cm,320 cm,Drwęca,warmińsko-mazurskie,iławski,-122 cm,-162 cm,97 cm,-,-,-,53.5222,19.6597
153180150,Rogóźno 2,Osa (296),,-,-,-,-,-,-,-,-2 cm,230 cm,260 cm,Osa,kujawsko-pomorskie,grudziądzki,-,-,-,-,-,-,53.5167,18.9489
152219993,Różan,Narew (26),,101 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,0 cm,400 cm,450 cm,Narew od Pisy do zb. Dębe,mazowieckie,makowski,-299 cm,-349 cm,-,-,-,-,52.8853,21.4061
150180110,Ruda Kozielska,Ruda (1156),,155 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-4 cm,-4 cm,-29 cm,250 cm,310 cm,Odra od Olzy do Kłodnicy,śląskie,raciborski,-95 cm,-155 cm,49 cm,-,153 cm (śr, 2024-10-09 06:00 UTC)153 cm (cz, 2024-10-10 06:00 UTC)153 cm (pt, 2024-10-11 06:00 UTC),-,50.2047,18.4017
151230050,Ruda-Opalin,Uherka (2671434),,140 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,-3 cm,1 cm,-,-,Bug od Huczwy do Krzny,lubelskie,chełmski,-,-,72 cm,-,-,-,51.2567,23.5847
150180140,Rybnik,Nacyna (115654),,74 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,0 cm,-,-,Odra od Olzy do Kłodnicy,śląskie,Rybnik,-,-,25 cm,-,-,-,50.1025,18.5331
150180280,Rybnik-Gotartowice,Ruda (1156),,297 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-2 cm,4 cm,2 cm,-,-,Odra od Olzy do Kłodnicy,śląskie,Rybnik,-,-,48 cm,-,-,-,50.0856,18.6286
150180130,Rybnik-Stodoły,Ruda (1156),,96 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,0 cm,0 cm,3 cm,-,-,Odra od Olzy do Kłodnicy,śląskie,Rybnik,-,-,24 cm,-,-,-,50.1542,18.4831
149220160,Rybotycze,Wiar (224),,151 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-3 cm,270 cm,350 cm,Wiar,podkarpackie,przemyski,-119 cm,-199 cm,55 cm,-,-,-,49.6544,22.6383
153190060,Rypin,Rypienica (288),,128 cm,wt, 2024-10-08 17:30 UTC,,0 cm,1 cm,1 cm,-,1 cm,-,-,Drwęca,kujawsko-pomorskie,rypiński,-,-,54 cm,-,-,-,53.0678,19.4036
151160080,Rzeszotary,Czarna Woda (1386),,162 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-2 cm,-4 cm,-6 cm,-1 cm,200 cm,230 cm,Kaczawa,dolnośląskie,legnicki,-38 cm,-68 cm,95 cm,-,165 cm (śr, 2024-10-09 06:00 UTC)164 cm (cz, 2024-10-10 06:00 UTC)163 cm (pt, 2024-10-11 06:00 UTC),-,51.2489,16.1447
151160020,Rzymówka,Kaczawa (138),,127 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-1 cm,-3 cm,240 cm,300 cm,Kaczawa,dolnośląskie,złotoryjski,-113 cm,-173 cm,34 cm,-,126 cm (śr, 2024-10-09 06:00 UTC)126 cm (cz, 2024-10-10 06:00 UTC)126 cm (pt, 2024-10-11 06:00 UTC),-,51.1394,16.0256
152170120,Samarzewo,Wrześnica (1838),,108 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-2 cm,-2 cm,-,-,Warta od Widawki do Prosny,wielkopolskie,słupecki,-,-,81 cm,-,-,-,52.2233,17.7431
153190140,Samborowo,Drwęca (28),,717 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,0 cm,0 cm,0 cm,-,-,Drwęca,warmińsko-mazurskie,ostródzki,-,-,65 cm,-,-,-,53.6694,19.8058
150210170,Sandomierz,Wisła (2),,126 cm,wt, 2024-10-08 18:50 UTC,,1 cm,2 cm,4 cm,6 cm,-5 cm,420 cm,610 cm,Wisła od Wisłoki do Sanu,świętokrzyskie,sandomierski,-294 cm,-484 cm,84 cm,-,129 cm (śr, 2024-10-09 06:00 UTC)110 cm (cz, 2024-10-10 06:00 UTC)104 cm (pt, 2024-10-11 06:00 UTC),-,50.6725,21.7461
152150080,Santok,Warta (18),,256 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,420 cm,490 cm,Warta od Noteci do ujścia,lubuskie,gorzowski,-164 cm,-234 cm,110 cm,-,254 cm (śr, 2024-10-09 06:00 UTC)254 cm (cz, 2024-10-10 06:00 UTC)254 cm (pt, 2024-10-11 06:00 UTC),-,52.7336,15.3967
152150090,Santok,Noteć (188),,71 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-2 cm,2 cm,250 cm,330 cm,Noteć od Drawy do ujścia,lubuskie,gorzowski,-179 cm,-259 cm,72 cm,-,71 cm (śr, 2024-10-09 06:00 UTC)71 cm (cz, 2024-10-10 06:00 UTC)71 cm (pt, 2024-10-11 06:00 UTC),-,52.7392,15.4178
154180010,Sarnowy,Wierzyca (298),,116 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Wierzyca,pomorskie,kościerski,-,-,32 cm,-,-,-,54.0728,18.0161
149210160,Sieniawa,Wisłok (226),,129 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,1 cm,220 cm,280 cm,Wisłok,podkarpackie,krośnieński,-91 cm,-151 cm,9 cm,-,113 cm (śr, 2024-10-09 06:00 UTC)113 cm (cz, 2024-10-10 06:00 UTC)113 cm (pt, 2024-10-11 06:00 UTC),-,49.5678,21.93
152150110,Skwierzyna,Warta (18),,199 cm,wt, 2024-10-08 18:40 UTC,,1 cm,0 cm,-2 cm,0 cm,-1 cm,380 cm,460 cm,Warta od Wełny do Noteci,lubuskie,międzyrzecki,-181 cm,-261 cm,86 cm,200 cm (śr, 2024-10-09 06:00 UTC)200 cm (cz, 2024-10-10 06:00 UTC)200 cm (pt, 2024-10-11 06:00 UTC),198 cm (śr, 2024-10-09 06:00 UTC)198 cm (cz, 2024-10-10 06:00 UTC)199 cm (pt, 2024-10-11 06:00 UTC),-,52.6019,15.5003
152180050,Sławsk,Warta (18),,312 cm,wt, 2024-10-08 18:50 UTC,,-1 cm,-1 cm,-1 cm,-3 cm,1 cm,450 cm,480 cm,Warta od Widawki do Prosny,wielkopolskie,koniński,-138 cm,-168 cm,81 cm,314 cm (śr, 2024-10-09 06:00 UTC)313 cm (cz, 2024-10-10 06:00 UTC)313 cm (pt, 2024-10-11 06:00 UTC),312 cm (śr, 2024-10-09 06:00 UTC)311 cm (cz, 2024-10-10 06:00 UTC)310 cm (pt, 2024-10-11 06:00 UTC),-,52.1983,18.1333
150200090,Słowik,Bobrza (216482),,206 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,0 cm,0 cm,-1 cm,260 cm,300 cm,Czarna Nida,świętokrzyskie,Kielce,-54 cm,-94 cm,56 cm,-,-,-,50.8328,20.5361
154170010,Słupsk,Słupia (472),,105 cm,wt, 2024-10-08 18:50 UTC,,1 cm,3 cm,5 cm,5 cm,3 cm,220 cm,260 cm,Słupia,pomorskie,Słupsk,-115 cm,-155 cm,87 cm,-,-,-,54.47,17.0314
154200030,Smolajny,Łyna (584),,118 cm,wt, 2024-10-08 18:50 UTC,,1 cm,0 cm,-1 cm,-2 cm,-4 cm,280 cm,300 cm,Łyna,warmińsko-mazurskie,olsztyński,-162 cm,-182 cm,120 cm,-,-,-,54.0258,20.3969
150190260,Smolice,Wisła (2),,140 cm,wt, 2024-10-08 18:40 UTC,,0 cm,7 cm,-2 cm,-1 cm,3 cm,450 cm,630 cm,Wisła od Przemszy do Dunajca,małopolskie,oświęcimski,-310 cm,-490 cm,62 cm,-,137 cm (śr, 2024-10-09 06:00 UTC)136 cm (cz, 2024-10-10 06:00 UTC)135 cm (pt, 2024-10-11 06:00 UTC),-,50.0311,19.4603
152150170,Smolno Wielkie,Obrzyca (156),,142 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,4 cm,3 cm,-,-,Obrzyca,lubuskie,zielonogórski,-,-,109 cm,-,-,-,52.0736,15.7744
154170060,Smołdzino,Łupawa (474),,32 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,-1 cm,-1 cm,0 cm,170 cm,200 cm,Łupawa,pomorskie,słupski,-138 cm,-168 cm,27 cm,-,-,-,54.6617,17.2147
153170140,Smukała,Brda (292),,161 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,1 cm,1 cm,6 cm,230 cm,260 cm,Brda,kujawsko-pomorskie,Bydgoszcz,-69 cm,-99 cm,103 cm,-,-,-,53.1881,17.9631
151220100,Sobianowice,Bystrzyca (246),,123 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,4 cm,3 cm,-5 cm,240 cm,270 cm,Bystrzyca,lubelskie,lubelski,-117 cm,-147 cm,98 cm,-,-,-,51.3017,22.6881
153230080,Sochonie,Czarna (26166),,70 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,100 cm,120 cm,Supraśl,podlaskie,białostocki,-30 cm,-50 cm,60 cm,-,-,-,53.2169,23.1806
149200140,Sromowce Wyżne,Dunajec (214),,210 cm,wt, 2024-10-08 18:40 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,280 cm,360 cm,Dunajec do Popradu,małopolskie,nowotarski,-70 cm,-150 cm,53 cm,-,-,-,49.4006,20.3539
153150010,Stargard,Ina (198),,83 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,1 cm,0 cm,-1 cm,250 cm,280 cm,Ina,zachodniopomorskie,stargardzki,-167 cm,-197 cm,73 cm,-,-,-,53.3503,15.0408
152150020,Stary Raduszec,Bóbr (16),,364 cm,wt, 2024-10-08 18:50 UTC,,2 cm,-,2 cm,8 cm,-20 cm,450 cm,500 cm,Bóbr,lubuskie,krośnieński,-86 cm,-136 cm,240 cm,-,363 cm (śr, 2024-10-09 06:00 UTC)369 cm (cz, 2024-10-10 06:00 UTC)375 cm (pt, 2024-10-11 06:00 UTC),-,52.0364,15.0786
150210060,Staszów,Czarna (2178),,172 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,1 cm,1 cm,2 cm,220 cm,260 cm,Czarna,świętokrzyskie,staszowski,-48 cm,-88 cm,102 cm,-,166 cm (śr, 2024-10-09 06:00 UTC)166 cm (cz, 2024-10-10 06:00 UTC)166 cm (pt, 2024-10-11 06:00 UTC),-,50.5564,21.1731
153160080,Storkowo,Parsęta (44),,52 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Parsęta,zachodniopomorskie,szczecinecki,-,-,34 cm,-,-,-,53.7792,16.495
149200130,Stradomka,Stradomka (21388),,53 cm,wt, 2024-10-08 18:50 UTC,,1 cm,1 cm,0 cm,-1 cm,-7 cm,280 cm,350 cm,Raba,małopolskie,bocheński,-227 cm,-297 cm,31 cm,-,-,-,49.9206,20.3083
154180180,Suchy Dąb,Bielawa (4864),,525 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-2 cm,-5 cm,0 cm,-2 cm,600 cm,620 cm,Martwa Wisła,pomorskie,gdański,-75 cm,-95 cm,59 cm,-,-,-,54.2314,18.7319
153230110,Supraśl,Supraśl (2616),,124 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,1 cm,1 cm,220 cm,260 cm,Supraśl,podlaskie,białostocki,-96 cm,-136 cm,48 cm,-,-,-,53.2125,23.3383
150230060,Surhów,Wojsławka (2434),,88 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-2 cm,-3 cm,-5 cm,-5 cm,-,-,Wieprz,lubelskie,krasnostawski,-,-,55 cm,-,-,-,50.9369,23.2681
153170070,Swornegacie,Zbrzyca (292372),,152 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,0 cm,-,-,Brda,pomorskie,chojnicki,-,-,40 cm,-,-,-,53.8825,17.5094
149200020,Szaflary,Biały Dunajec (21412),,98 cm,wt, 2024-10-08 18:50 UTC,,0 cm,2 cm,5 cm,0 cm,-3 cm,310 cm,380 cm,Dunajec do Popradu,małopolskie,nowotarski,-212 cm,-282 cm,22 cm,-,92 cm (śr, 2024-10-09 06:00 UTC)92 cm (cz, 2024-10-10 06:00 UTC)91 cm (pt, 2024-10-11 06:00 UTC),-,49.4242,20.0247
150160110,Szalejów Dolny,Bystrzyca Dusznicka (1218),,122 cm,wt, 2024-10-08 18:50 UTC,,0 cm,-1 cm,-1 cm,-2 cm,-5 cm,160 cm,180 cm,Nysa Kłodzka,dolnośląskie,kłodzki,-38 cm,-58 cm,27 cm,-,-,-,50.4197,16.6047
153220290,Szczebra,Blizna (26224),,56 cm,wt, 2024-10-08 18:50 UTC,,0 cm,0 cm,0 cm,0 cm,-1 cm,-,-,Netta,podlaskie,augustowski,-,-,34 cm,-,-,-,53.9061,22.9753
153140050,Szczecin Most Długi,Odra (1),,516 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,3 cm,2 cm,-2 cm,570 cm,600 cm,Odra od Odry Zachodniej do Iny,zachodniopomorskie,Szczecin,-54 cm,-84 cm,91 cm,515 cm (wt, 2024-10-08 06:00 UTC)520 cm (śr, 2024-10-09 06:00 UTC)514 cm (cz, 2024-10-10 06:00 UTC),-,-,53.4225,14.5597
153140190,Szczecin-Podjuchy,Regalica (1974),,528 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,3 cm,1 cm,-4 cm,580 cm,610 cm,Odra od Odry Zachodniej do Iny,zachodniopomorskie,Szczecin,-52 cm,-82 cm,103 cm,-,-,-,53.3689,14.5925
151190020,Szczerców,Widawka (182),,137 cm,wt, 2024-10-08 18:40 UTC,,-2 cm,-2 cm,-2 cm,-3 cm,0 cm,190 cm,230 cm,Widawka,łódzkie,bełchatowski,-53 cm,-93 cm,50 cm,-,-,-,51.3283,19.1136
150210020,Szczucin,Wisła (2),,135 cm,wt, 2024-10-08 18:50 UTC,,0 cm,1 cm,2 cm,-6 cm,10 cm,460 cm,660 cm,Wisła od Nidy do Wisłoki,małopolskie,dąbrowski,-325 cm,-525 cm,63 cm,-,125 cm (śr, 2024-10-09 06:00 UTC)120 cm (cz, 2024-10-10 06:00 UTC)121 cm (pt, 2024-10-11 06:00 UTC),-,50.3269,21.0772
